price,square_feet,bathrooms,bedrooms,state,pets_allowed,fee,has_photo,state_median_price,high_price
671.0,685.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1910.0,745.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
1164.0,755.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,0
777.0,563.0,1.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1055.0,550.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,0
665.0,443.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
600.0,347.0,1.0,1.0,MO,"Cats,Dogs",No,Thumbnail,950.0,0
2000.0,1220.0,1.0,2.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
799.0,500.0,1.0,1.0,OK,"Cats,Dogs",No,Thumbnail,909.0,0
1915.0,760.0,1.0,1.0,IL,"Cats,Dogs",No,Thumbnail,1446.0,1
650.0,560.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail,954.5,0
1795.0,1656.0,2.5,3.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
850.0,685.0,1.0,1.0,ND,"Cats,Dogs",No,Thumbnail,835.0,1
885.0,468.0,1.0,2.0,NE,"Cats,Dogs",No,Thumbnail,875.0,1
2395.0,900.0,1.0,2.0,DC,"Cats,Dogs",No,Thumbnail,1820.0,1
1145.0,350.0,1.0,1.0,PA,"Cats,Dogs",No,Thumbnail,1246.0,0
975.0,882.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1015.0,845.0,1.0,2.0,NE,"Cats,Dogs",No,Thumbnail,875.0,1
1495.0,1850.0,2.0,3.0,NE,"Cats,Dogs",No,Thumbnail,875.0,1
1695.0,1253.0,1.0,3.0,OH,"Cats,Dogs",No,Thumbnail,954.5,1
932.0,725.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1500.0,1177.0,2.0,2.0,OH,"Cats,Dogs",No,Thumbnail,954.5,1
2200.0,1070.0,1.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
2795.0,1370.0,2.5,2.0,WA,Dogs,No,Thumbnail,1704.5,1
3200.0,1474.0,2.5,4.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
3399.0,1721.0,2.5,3.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
1549.0,2598.0,2.0,4.0,AZ,"Cats,Dogs",No,Thumbnail,1096.5,1
1299.0,2200.0,2.0,4.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,1
949.0,625.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,0
891.0,832.0,1.0,1.0,OK,"Cats,Dogs",No,Thumbnail,909.0,0
1400.0,1140.0,2.0,2.0,IA,"Cats,Dogs",No,Thumbnail,847.5,1
1160.0,338.0,1.0,2.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,0
1525.0,1698.0,2.0,3.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1799.0,3740.0,3.0,4.0,AZ,"Cats,Dogs",No,Thumbnail,1096.5,1
900.0,701.0,1.0,1.0,AZ,"Cats,Dogs",No,Thumbnail,1096.5,0
883.0,719.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail,875.0,1
850.0,770.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail,954.5,0
715.0,740.0,1.0,2.0,MO,"Cats,Dogs",No,Thumbnail,950.0,0
1025.0,500.0,1.0,2.0,CO,Cats,No,Thumbnail,1462.0,0
1660.0,727.0,1.0,1.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,1
2000.0,585.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
1649.0,738.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,1
1345.0,675.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
1505.0,490.0,1.0,1.0,WA,Cats,No,Thumbnail,1704.5,0
1575.0,720.0,1.0,1.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,0
1445.0,700.0,1.0,1.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,0
1440.0,973.0,2.0,2.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,0
1161.0,780.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,0
1495.0,825.0,1.0,1.0,MA,"Cats,Dogs",No,Thumbnail,2167.0,0
946.0,720.0,1.0,2.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,0
1570.0,582.0,1.0,2.0,PA,Cats,No,Thumbnail,1246.0,1
950.0,650.0,1.0,2.0,MO,"Cats,Dogs",No,Thumbnail,950.0,0
535.0,539.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
877.0,1003.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1889.0,939.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1150.0,580.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
2350.0,2800.0,3.5,5.0,CO,Dogs,No,Thumbnail,1462.0,1
1299.0,350.0,1.0,0.0,OR,"Cats,Dogs",No,Thumbnail,1299.0,0
1250.0,228.0,1.0,0.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,0
825.0,550.0,1.0,1.0,TX,Dogs,No,Thumbnail,1149.0,0
675.0,700.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail,875.0,0
1425.0,650.0,1.0,1.0,NJ,Cats,No,Thumbnail,1995.0,0
830.0,727.0,1.0,1.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,0
595.0,300.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
2700.0,2528.0,3.0,4.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
885.0,660.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1130.0,490.0,1.0,0.0,OR,"Cats,Dogs",No,Thumbnail,1299.0,0
1650.0,789.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,1
625.0,650.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail,875.0,0
1370.0,708.0,1.0,1.0,WI,"Cats,Dogs",No,Thumbnail,1150.0,1
1675.0,725.0,1.0,2.0,PA,"Cats,Dogs",No,Thumbnail,1246.0,1
985.0,642.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
2200.0,1082.0,2.5,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
825.0,856.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1895.0,1820.0,3.0,3.0,NE,"Cats,Dogs",No,Thumbnail,875.0,1
2047.0,1851.0,2.5,3.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,1
1391.0,677.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
2500.0,724.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
2184.0,835.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1950.0,975.0,1.0,2.0,PA,"Cats,Dogs",No,Thumbnail,1246.0,1
2186.0,843.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
999.0,522.0,1.0,1.0,PA,"Cats,Dogs",No,Thumbnail,1246.0,0
1650.0,750.0,1.0,3.0,IL,"Cats,Dogs",No,Thumbnail,1446.0,1
1950.0,1070.0,2.0,2.0,IL,"Cats,Dogs",No,Thumbnail,1446.0,1
2990.0,794.0,1.0,1.0,MI,"Cats,Dogs",No,Thumbnail,965.0,1
2350.0,1451.0,2.5,2.0,CA,Cats,No,Thumbnail,2195.0,1
2195.0,816.0,1.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
2990.0,661.0,1.0,1.0,MI,"Cats,Dogs",No,Thumbnail,965.0,1
1395.0,500.0,1.0,1.0,IL,Cats,No,Thumbnail,1446.0,0
2295.0,332.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
1199.0,1200.0,2.0,3.0,SC,"Cats,Dogs",No,Thumbnail,1059.5,1
646.0,656.0,1.0,1.0,ID,"Cats,Dogs",No,Thumbnail,1097.5,0
640.0,530.0,1.0,1.0,IA,"Cats,Dogs",No,Thumbnail,847.5,0
1756.0,862.0,1.0,1.0,RI,"Cats,Dogs",No,Thumbnail,1686.5,1
1568.0,828.0,2.0,2.0,PA,Cats,No,Thumbnail,1246.0,1
1180.0,664.0,1.0,1.0,IN,"Cats,Dogs",No,Thumbnail,807.5,1
900.0,551.0,1.0,2.0,MN,"Cats,Dogs",No,Thumbnail,1305.0,0
960.0,1470.0,3.0,3.0,IN,"Cats,Dogs",No,Thumbnail,807.5,1
1440.0,1832.0,2.0,4.0,KS,"Cats,Dogs",No,Thumbnail,850.0,1
1299.0,1358.0,2.0,3.0,AZ,"Cats,Dogs",No,Thumbnail,1096.5,1
1631.0,499.0,1.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
1020.0,740.0,1.0,1.0,AZ,"Cats,Dogs",No,Thumbnail,1096.5,0
1125.0,676.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail,954.5,1
1211.0,866.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1500.0,1382.0,2.0,3.0,MO,"Cats,Dogs",No,Thumbnail,950.0,1
944.0,1125.0,1.0,2.0,IN,"Cats,Dogs",No,Thumbnail,807.5,1
950.0,680.0,1.0,3.0,TN,"Cats,Dogs",No,Thumbnail,1085.0,0
1004.0,912.0,2.0,2.0,TN,"Cats,Dogs",No,Thumbnail,1085.0,0
3795.0,648.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
1875.0,732.0,1.0,1.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
1050.0,579.0,1.0,2.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1499.0,1665.0,2.0,3.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
791.0,717.0,1.0,1.0,MO,"Cats,Dogs",No,Thumbnail,950.0,0
1417.0,840.0,1.0,1.0,TX,Cats,No,Thumbnail,1149.0,1
1109.0,678.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1695.0,1542.0,2.5,3.0,ND,"Cats,Dogs",No,Thumbnail,835.0,1
2795.0,900.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
875.0,950.0,1.0,2.0,OK,"Cats,Dogs",No,Thumbnail,909.0,0
2595.0,1025.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
4500.0,769.0,1.0,1.0,CA,Dogs,No,Thumbnail,2195.0,1
1400.0,1285.0,2.0,3.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1025.0,545.0,1.0,1.0,UT,"Cats,Dogs",No,Thumbnail,1179.0,0
1450.0,1215.0,1.0,2.0,MO,"Cats,Dogs",No,Thumbnail,950.0,1
750.0,734.0,1.0,1.0,ID,"Cats,Dogs",No,Thumbnail,1097.5,0
2540.0,1500.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
1750.0,720.0,1.0,1.0,OR,Cats,No,Thumbnail,1299.0,1
2150.0,2120.0,2.0,3.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,1
995.0,1120.0,2.0,3.0,ND,"Cats,Dogs",No,Thumbnail,835.0,1
1265.0,1800.0,2.0,3.0,MO,"Cats,Dogs",No,Thumbnail,950.0,1
1595.0,700.0,1.5,1.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,0
850.0,400.0,1.0,0.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1050.0,1100.0,1.0,2.0,NE,"Cats,Dogs",No,Thumbnail,875.0,1
873.0,820.0,1.0,1.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,0
925.0,670.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail,875.0,1
1650.0,1200.0,1.0,2.0,IL,"Cats,Dogs",No,Thumbnail,1446.0,1
605.0,717.0,1.0,1.0,KY,"Cats,Dogs",No,Thumbnail,880.0,0
1285.0,850.0,1.0,2.0,OR,"Cats,Dogs",No,Thumbnail,1299.0,0
1400.0,355.0,1.0,0.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
1595.0,600.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
2017.0,671.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1065.0,1145.0,1.5,1.0,SD,"Cats,Dogs",No,Thumbnail,800.0,1
1250.0,552.0,1.0,2.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
2800.0,2232.0,3.5,3.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,1
2350.0,1857.0,2.0,3.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
2000.0,1198.0,2.0,3.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
795.0,737.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1280.0,700.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
2199.0,764.0,2.0,2.0,WA,Cats,No,Thumbnail,1704.5,1
1050.0,362.0,1.0,1.0,IL,"Cats,Dogs",No,Thumbnail,1446.0,0
1730.0,606.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
900.0,677.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
955.0,625.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1600.0,1400.0,1.0,2.0,IL,"Cats,Dogs",No,Thumbnail,1446.0,1
1125.0,642.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
2640.0,600.0,1.0,1.0,MI,"Cats,Dogs",No,Thumbnail,965.0,1
1990.0,900.0,2.0,2.0,IL,Cats,No,Thumbnail,1446.0,1
1399.0,1713.0,2.0,3.0,AZ,"Cats,Dogs",No,Thumbnail,1096.5,1
1599.0,1413.0,2.0,3.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
809.0,653.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1399.0,1633.0,2.0,4.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,1
1489.0,940.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
690.0,730.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail,875.0,0
937.0,752.0,1.0,1.0,LA,"Cats,Dogs",No,Thumbnail,960.0,0
740.0,750.0,1.0,1.0,LA,"Cats,Dogs",No,Thumbnail,960.0,0
565.0,900.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1009.0,826.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,0
1565.0,921.0,1.0,2.0,TN,"Cats,Dogs",No,Thumbnail,1085.0,1
700.0,748.0,1.0,2.0,IA,"Cats,Dogs",No,Thumbnail,847.5,0
960.0,1050.0,1.0,3.0,IL,Cats,No,Thumbnail,1446.0,0
850.0,273.0,1.0,1.0,IN,"Cats,Dogs",No,Thumbnail,807.5,1
725.0,600.0,1.0,1.0,IN,"Cats,Dogs",No,Thumbnail,807.5,0
800.0,500.0,1.0,3.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
600.0,660.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
386.0,375.0,1.0,1.0,WI,"Cats,Dogs",No,Thumbnail,1150.0,0
850.0,1067.0,2.0,2.0,WI,"Cats,Dogs",No,Thumbnail,1150.0,0
750.0,550.0,1.0,2.0,IN,"Cats,Dogs",No,Thumbnail,807.5,0
1525.0,1868.0,2.0,4.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1245.0,530.0,1.0,2.0,MN,"Cats,Dogs",No,Thumbnail,1305.0,0
1070.0,800.0,1.0,1.0,MN,"Cats,Dogs",No,Thumbnail,1305.0,0
1450.0,510.0,1.0,1.0,OR,"Cats,Dogs",No,Thumbnail,1299.0,1
1360.0,624.0,1.0,1.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,0
720.0,600.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail,954.5,0
820.0,460.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
1200.0,350.0,1.0,2.0,MA,Cats,No,Thumbnail,2167.0,0
895.0,606.0,1.0,1.0,AK,"Cats,Dogs",No,Thumbnail,909.0,0
955.0,380.0,1.0,2.0,AK,Cats,No,Thumbnail,909.0,1
1250.0,1025.0,2.0,2.0,AK,"Cats,Dogs",No,Thumbnail,909.0,1
1397.0,913.0,1.0,2.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,0
1030.0,745.0,1.0,2.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,0
902.0,384.0,1.0,1.0,IL,"Cats,Dogs",No,Thumbnail,1446.0,0
1212.0,723.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1450.0,410.0,1.0,2.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,1
938.0,688.0,1.0,1.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,0
3095.0,432.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
1326.0,580.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
1034.0,651.0,1.0,1.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,0
635.0,520.0,1.0,3.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1675.0,967.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1538.0,481.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
1410.0,651.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,0
941.0,627.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,0
1365.0,617.0,1.0,1.0,AZ,"Cats,Dogs",No,Thumbnail,1096.5,1
2095.0,798.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
1095.0,231.0,1.0,0.0,WA,Cats,No,Thumbnail,1704.5,0
1210.0,1166.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
965.0,700.0,1.0,1.0,IA,"Cats,Dogs",No,Thumbnail,847.5,1
750.0,750.0,1.0,1.0,MI,Cats,No,Thumbnail,965.0,0
1785.0,800.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
925.0,500.0,1.0,1.0,UT,"Cats,Dogs",No,Thumbnail,1179.0,0
1950.0,1100.0,2.0,2.0,SC,"Cats,Dogs",No,Thumbnail,1059.5,1
1895.0,1100.0,1.0,3.0,OR,"Cats,Dogs",No,Thumbnail,1299.0,1
1375.0,1347.0,2.0,3.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,1
1695.0,1525.0,2.5,3.0,ND,"Cats,Dogs",No,Thumbnail,835.0,1
595.0,850.0,1.0,2.0,ND,"Cats,Dogs",No,Thumbnail,835.0,0
545.0,550.0,1.0,2.0,ND,"Cats,Dogs",No,Thumbnail,835.0,0
2035.0,953.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1095.0,1584.0,2.0,4.0,MO,"Cats,Dogs",No,Thumbnail,950.0,1
1299.0,243.0,1.0,0.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,0
1789.0,678.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
785.0,1200.0,2.0,2.0,MS,"Cats,Dogs",No,Thumbnail,884.0,0
2395.0,4614.0,3.5,5.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
4800.0,1390.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
900.0,1050.0,1.0,2.0,MI,Dogs,No,Thumbnail,965.0,0
950.0,500.0,1.0,1.0,WI,Cats,No,Thumbnail,1150.0,0
840.0,700.0,1.0,1.0,WI,"Cats,Dogs",No,Thumbnail,1150.0,0
1950.0,1055.0,1.0,1.0,TX,Cats,No,Thumbnail,1149.0,1
826.0,920.0,1.0,1.0,PA,Cats,No,Thumbnail,1246.0,0
1599.0,1904.0,2.0,3.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
5000.0,914.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
875.0,669.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail,875.0,0
578.0,901.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
650.0,955.0,2.0,2.0,AR,"Cats,Dogs",No,Thumbnail,845.0,0
1625.0,1684.0,2.0,4.0,TN,"Cats,Dogs",No,Thumbnail,1085.0,1
550.0,470.0,1.0,3.0,IN,"Cats,Dogs",No,Thumbnail,807.5,0
1438.0,837.0,2.0,2.0,MO,"Cats,Dogs",No,Thumbnail,950.0,1
1418.0,931.0,2.0,2.0,AL,"Cats,Dogs",No,Thumbnail,950.0,1
450.0,560.0,1.0,1.0,ND,"Cats,Dogs",No,Thumbnail,835.0,0
539.0,815.0,1.0,2.0,OH,"Cats,Dogs",No,Thumbnail,954.5,0
1575.0,2064.0,2.0,4.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1299.0,1728.0,2.0,3.0,IN,"Cats,Dogs",No,Thumbnail,807.5,1
1525.0,1835.0,2.0,3.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,1
875.0,867.0,1.0,2.0,AZ,"Cats,Dogs",No,Thumbnail,1096.5,0
757.0,520.0,1.0,1.0,NE,"Cats,Dogs",No,Thumbnail,875.0,0
815.0,592.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1230.0,900.0,1.0,2.0,OH,"Cats,Dogs",No,Thumbnail,954.5,1
940.0,806.0,1.0,1.0,PA,Cats,No,Thumbnail,1246.0,0
734.0,758.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
775.0,637.0,1.0,1.0,KS,Cats,No,Thumbnail,850.0,0
1400.0,678.0,1.0,1.0,MA,"Cats,Dogs",No,Thumbnail,2167.0,0
1263.0,630.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
910.0,644.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1889.0,561.0,1.0,3.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,1
1025.0,566.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
2749.0,519.0,1.0,1.0,DC,"Cats,Dogs",No,Thumbnail,1820.0,1
1355.0,663.0,1.0,2.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,0
2015.0,782.0,1.0,1.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,1
2044.0,977.0,1.0,3.0,IL,"Cats,Dogs",No,Thumbnail,1446.0,1
1315.0,820.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1150.0,525.0,1.0,0.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
950.0,826.0,1.0,1.0,TX,Cats,No,Thumbnail,1149.0,0
1089.0,670.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1029.0,759.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
2899.0,1126.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
1350.0,508.0,1.0,1.0,OR,"Cats,Dogs",No,Thumbnail,1299.0,1
3495.0,1675.0,2.0,3.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
1295.0,497.0,1.0,1.0,MN,Cats,No,Thumbnail,1305.0,0
1900.0,2500.0,2.5,3.0,TN,"Cats,Dogs",No,Thumbnail,1085.0,1
1795.0,900.0,1.0,2.0,WA,Cats,No,Thumbnail,1704.5,1
1995.0,500.0,1.0,2.0,CA,Cats,No,Thumbnail,2195.0,0
1995.0,1150.0,2.0,2.0,CT,"Cats,Dogs",No,Thumbnail,1225.0,1
